species	id	protein	query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-29_HM_pol#LINE/L2	0.25	1033	643	36	255	1229	59	1017	9.101E-62	233
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-42_HM_pol#LINE/L2	0.25	1025	668	34	252	1234	124	1089	1.395E-63	239
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-79_HM_pol#LINE/L2	0.25	916	585	31	266	1136	67	925	5.619E-63	237
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-14_HM_pol#LINE/L2	0.249	1035	662	31	246	1229	51	1021	1.394E-67	252
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-4_HM_pol#LINE/L2	0.248	1010	658	33	260	1228	82	1030	7.457E-67	250
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-17_SP_pol#LINE/L2	0.248	1008	651	30	259	1228	62	1000	2.619E-64	241
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Kiri-4_AAe_pol#LINE/L2	0.248	985	636	26	266	1223	30	936	1.488E-68	255
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-82_HM_pol#LINE/L2	0.248	958	610	33	250	1161	53	946	6.866E-55	211
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-13_SP_pol#LINE/L2	0.247	1012	658	32	260	1235	101	1044	5.639E-67	250
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-16_HM_pol#LINE/L2	0.246	1025	666	34	252	1230	56	1019	1.609E-65	245
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-73_HM_pol#LINE/L2	0.246	1014	650	34	264	1229	67	1013	3.444E-68	254
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-63_HM_pol#LINE/L2	0.246	1009	661	36	260	1225	62	1013	1.588E-61	232
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-9_BF_pol#LINE/L2	0.246	985	654	32	266	1228	136	1053	5.639E-67	250
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Kiri-10_CQ_pol#LINE/L2	0.246	969	635	25	282	1232	55	945	3.462E-64	241
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-5_HM_pol#LINE/L2	0.246	963	628	31	260	1184	53	955	5.042E-58	221
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-25_HM_pol#LINE/L2	0.246	944	638	27	301	1205	172	1080	6.656E-58	220
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-7_HM_pol#LINE/L2	0.246	912	628	24	345	1224	131	1014	4.253E-63	237
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-80_HM_pol#LINE/L2	0.245	1011	650	30	264	1228	63	1006	1.982E-64	242
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-45_HM_pol#LINE/L2	0.245	938	637	28	331	1229	113	1018	8.787E-58	220
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-17_HM_pol#LINE/L2	0.245	914	595	32	266	1136	66	927	1.471E-60	229
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-6_HM_pol#LINE/L2	0.244	1029	643	31	266	1234	58	1011	7.425E-63	237
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-4_BF_pol#LINE/L2	0.244	1028	696	24	229	1228	64	1038	2.95E-70	261
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-9_HM_pol#LINE/L2	0.244	928	642	25	331	1222	70	973	4.834E-61	231
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-2_SP_pol#LINE/L2	0.244	245	176	5	987	1228	26	264	2.441E-12	70
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-3_HM_pol#LINE/L2	0.243	1031	676	29	248	1235	55	1024	1.995E-73	271
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-70_HM_pol#LINE/L2	0.243	1029	670	36	255	1229	72	1045	6.495E-65	243
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-18_HM_pol#LINE/L2	0.243	1005	666	30	260	1228	61	1006	4.834E-61	231
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-1_BF_pol#LINE/L2	0.242	1018	651	32	260	1228	86	1031	2.436E-63	238
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Kiri-2_CQ_pol#LINE/L2	0.242	1005	651	31	259	1234	25	947	3.245E-56	215
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-6_NVi_pol#LINE/CR1	0.242	927	609	34	344	1226	59	935	5.402E-49	191
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-35_HM_pol#LINE/L2	0.241	1026	666	32	256	1229	58	1022	3.948E-62	234
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-15_SP_pol#LINE/L2	0.24	914	635	25	344	1231	123	1002	3.985E-66	247
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Daphne_DS_pol#LINE/L2	0.24	870	585	27	386	1232	73	889	3.146E-43	172
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-5_HM_pol#LINE/L2	0.239	1025	666	35	255	1225	49	1013	2.893E-58	222
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-77_HM_pol#LINE/L2	0.239	1008	657	33	266	1225	67	1012	1.863E-56	216
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-52_HM_pol#LINE/L2	0.239	1007	667	29	266	1228	67	1018	6.495E-65	243
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-74_HM_pol#LINE/L2	0.238	1027	665	31	266	1234	80	1046	3.388E-60	228
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-10_HM_pol#LINE/L2	0.238	1014	675	32	255	1228	85	1040	6.046E-64	240
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-3_BF_pol#LINE/L2	0.238	998	678	22	260	1228	68	1012	7.969E-68	253
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-7_HM_pol#LINE/L2	0.238	929	615	32	331	1214	178	1058	4.034E-52	201
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	L2-3_Cis_pol#LINE/L2	0.237	934	651	26	334	1232	180	1086	1.863E-56	216
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-55_BF_pol#LINE/CR1-L2	0.237	185	133	3	953	1133	4	184	8.734E-11	65
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-8_HM_pol#LINE/L2	0.236	1013	666	33	266	1234	74	1022	1.588E-61	232
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-21_HM_pol#LINE/L2	0.236	1006	670	31	260	1225	71	1017	8.787E-58	220
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-4_HM_pol#LINE/L2	0.236	1001	669	30	266	1229	63	1004	1.588E-61	232
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-27_HM_pol#LINE/L2	0.234	1030	653	36	260	1229	67	1020	3.522E-57	218
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Kiri-1_CQ_pol#LINE/L2	0.234	968	652	26	273	1221	43	940	1.222E-51	200
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-13_HM_pol#LINE/L2	0.233	997	643	36	266	1209	74	1001	1.949E-50	196
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-8_HMa_pol#LINE/L2	0.233	983	656	31	287	1227	98	1024	1.296E-62	236
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-38_HM_pol#LINE/L2	0.233	971	665	28	287	1225	98	1020	2.459E-56	215
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CiL2_gag#LINE/L2	0.233	343	230	12	329	650	50	380	1.408E-12	71
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-18_SP_pol#LINE/L2	0.232	983	678	23	266	1228	72	997	6.384E-61	230
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-20_HM_pol#LINE/L2	0.232	981	660	31	287	1228	30	956	4.253E-63	237
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-1_HM_pol#LINE/L2	0.231	1018	669	36	266	1228	63	1021	3.625E-54	208
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Crack-1_IS_pol#LINE/L2	0.231	1018	636	33	261	1228	25	945	5.992E-44	175
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	Kiri-3_CQ_pol#LINE/L2	0.231	966	628	26	285	1224	58	934	3.522E-57	218
LINE/L2	TE_000700	pol	CR1-1_NV_gagpol#LINE/L2	CR1-86_HM_pol#LINE/L2	0.226	942	640	23	331	1228	8	904	2.987E-55	212
LINE/L2	TE_000701	gag	CR1-12_SP_gag#LINE/L2	CR1-12_SP_gag#LINE/L2	1	301	0	0	1	301	1	301	7.829E-192	589
LINE/L2	TE_000702	gag	CR1-3_DR_gag#LINE/L2	CR1-3_DR_gag#LINE/L2	1	570	0	0	1	570	1	570	0	1136
LINE/L2	TE_000703	gag	CR1-34_HM_gag#LINE/L2	CR1-34_HM_gag#LINE/L2	1	355	0	0	1	355	1	355	3.398E-216	662
LINE/L2	TE_000704	gag	CR1-34_HM_gag2?#LINE/L2	CR1-34_HM_gag2?#LINE/L2	1	171	0	0	1	171	1	171	2.58E-109	344
LINE/L2	TE_000705	gag	CR1-42_DR_gag#LINE/L2	CR1-42_DR_gag#LINE/L2	1	242	0	0	1	242	1	242	1.46E-164	507
LINE/L2	TE_000706		CR1-5_NVi_p3#LINE/L2	CR1-5_NVi_p3#LINE/L2	1	306	0	0	1	306	1	306	2.459E-207	634
LINE/L2	TE_000707	gag	Crack-1_CQ_gag#LINE/L2	Crack-1_CQ_gag#LINE/L2	1	260	0	0	1	260	1	260	5.008E-168	518
LINE/L2	TE_000707	gag	Crack-1_CQ_gag#LINE/L2	Crack-4_CP_gag#LINE/L2	0.601	256	95	2	4	259	2	250	7.203E-97	313
LINE/L2	TE_000708	gag	Crack-1_IS_gag#LINE/L2	Crack-1_IS_gag#LINE/L2	1	303	0	0	1	303	1	303	3.087E-201	616
LINE/L2	TE_000709	gag	Crack-5_CQ_gag#LINE/L2	Crack-5_CQ_gag#LINE/L2	1	361	0	0	1	361	1	361	3.283E-229	700
LINE/L2	TE_000709	gag	Crack-5_CQ_gag#LINE/L2	Crack-2_CP_gag#LINE/L2	0.314	359	224	5	9	357	5	351	5.648E-52	187
LINE/L2	TE_000709	gag	Crack-5_CQ_gag#LINE/L2	Crack-3_CP_gag#LINE/L2	0.314	324	203	7	14	330	8	319	9.74E-45	166
LINE/L2	TE_000709	gag	Crack-5_CQ_gag#LINE/L2	Crack-1_CP_gag#LINE/L2	0.306	330	225	2	1	330	1	326	3.042E-52	188
LINE/L2	TE_000709	gag	Crack-5_CQ_gag#LINE/L2	Crack-3_CQ_gag#LINE/L2	0.306	225	147	2	114	331	26	248	2.221E-29	120
LINE/L2	TE_000709	gag	Crack-5_CQ_gag#LINE/L2	Crack-2_CQ_gag#LINE/L2	0.293	235	156	3	103	330	16	247	6.68E-27	113
LINE/L2	TE_000709	gag	Crack-5_CQ_gag#LINE/L2	Crack-7_CQ_gag#LINE/L2	0.233	309	184	10	40	321	29	311	6.07E-09	57
LINE/L2	TE_000710	gag	Daphne-1_BM_gag#LINE/L2	Daphne-1_BM_gag#LINE/L2	1	406	0	0	1	406	1	406	1.694E-259	790
LINE/L2	TE_000711	gag	Daphne-1_TCa_gag#LINE/L2	Daphne-1_TCa_gag#LINE/L2	1	318	0	0	1	318	1	318	4.637E-211	646
LINE/L2	TE_000712	gag	Kiri-1_CQ_gag#LINE/L2	Kiri-1_CQ_gag#LINE/L2	1	275	0	0	1	275	1	275	6.807E-177	544
LINE/L2	TE_000712	gag	Kiri-1_CQ_gag#LINE/L2	Kiri-2_CQ_gag#LINE/L2	0.412	262	141	5	22	271	12	272	1.119E-47	171
LINE/L2	TE_000712	gag	Kiri-1_CQ_gag#LINE/L2	Kiri-2_AAe_gag#LINE/L2	0.361	213	121	6	73	271	46	257	2.01E-30	121
LINE/L2	TE_000712	gag	Kiri-1_CQ_gag#LINE/L2	Kiri-4_AAe_gag#LINE/L2	0.336	211	136	2	67	274	42	251	1.477E-30	121
LINE/L2	TE_000712	gag	Kiri-1_CQ_gag#LINE/L2	Kiri-3_AAe_gag#LINE/L2	0.322	242	153	6	33	271	15	248	8.081E-29	116
LINE/L2	TE_000713	gag	Kiri-11_CQ_gag#LINE/L2	Kiri-11_CQ_gag#LINE/L2	1	363	0	0	1	363	1	363	6.293E-238	726
LINE/L2	TE_000713	gag	Kiri-11_CQ_gag#LINE/L2	Kiri-4_CQ_gag#LINE/L2	0.523	363	151	5	2	363	8	349	3.924E-113	365
LINE/L2	TE_000714	gag	Kiri-8_CQ_gag#LINE/L2	Kiri-8_CQ_gag#LINE/L2	1	308	0	0	1	308	1	308	1.988E-194	597
LINE/L2	TE_000714	gag	Kiri-8_CQ_gag#LINE/L2	Kiri-9_CQ_gag#LINE/L2	0.618	241	89	1	69	306	3	243	2.983E-87	287
LINE/L2	TE_000714	gag	Kiri-8_CQ_gag#LINE/L2	Kiri-1_AAe_gag#LINE/L2	0.376	252	153	1	59	306	12	263	2.044E-43	160
LINE/L2	TE_000714	gag	Kiri-8_CQ_gag#LINE/L2	Kiri-3_CQ_gag#LINE/L2	0.373	241	143	2	66	306	23	255	3.321E-42	156
LINE/L2	TE_000714	gag	Kiri-8_CQ_gag#LINE/L2	Kiri-10_CQ_gag#LINE/L2	0.365	252	142	5	65	307	16	258	4.526E-42	156
LINE/L2	TE_000715	gag	L2_Ele3_gag#LINE/L2	L2_Ele3_gag#LINE/L2	1	412	0	0	1	412	1	412	1.633E-259	791
LINE/L2	TE_000715	gag	L2_Ele3_gag#LINE/L2	CR1_Ele15_gag#LINE/CR1	0.31	361	174	11	1	350	1	297	7.077E-30	123
LINE/L2	TE_000716	gag	L2-3_Cis_gag#LINE/L2	L2-3_Cis_gag#LINE/L2	1	297	0	0	1	297	1	297	3.642E-186	572
LINE/L2	TE_000716	gag	L2-3_Cis_gag#LINE/L2	L2-3b_Cis_gag#LINE/L2	0.811	286	43	3	19	297	1	282	8.052E-139	436
LINE/L2	TE_000716	gag	L2-3_Cis_gag#LINE/L2	L2-2_Cis_gag#LINE/L2	0.409	244	136	4	54	293	36	275	4.724E-50	179
LINE/L2	TE_000716	gag	L2-3_Cis_gag#LINE/L2	L2-4_gag#LINE/L2	0.348	135	70	7	132	263	81	200	2.116E-07	51
LINE/L2	TE_000716	gag	L2-3_Cis_gag#LINE/L2	Crack-1_NV_gag#LINE/L2	0.333	234	139	3	71	287	4	237	4.163E-27	111
LINE/L2	TE_000716	gag	L2-3_Cis_gag#LINE/L2	L2-1a_Cis_gag#LINE/L2	0.306	176	105	6	93	266	47	207	6.549E-12	65
LINE/L2	TE_000716	gag	L2-3_Cis_gag#LINE/L2	L2-1c_Cis_gag#LINE/L2	0.274	259	140	12	50	292	4	230	2.097E-11	64
LINE/L2	TE_000717	gag	L2-5_NVi_gag#LINE/L2	L2-5_NVi_gag#LINE/L2	1	359	0	0	1	359	1	359	4.967E-218	668
LINE/L2	TE_000717	gag	L2-5_NVi_gag#LINE/L2	L2-3_NVi#LINE/L2	0.718	274	75	2	83	354	5	278	6.919E-111	359
LINE/L2	TE_000718	gag	L2-6_NVi_gag#LINE/L2	L2-6_NVi_gag#LINE/L2	1	360	0	0	1	360	1	360	1.442E-234	716
LINE/L2	TE_000718	gag	L2-6_NVi_gag#LINE/L2	L2-7_NVi_gag#LINE/L2	0.233	359	248	6	1	356	1	335	4.959E-12	66
LINE/L2	TE_000719	gag	L2-9_NVi_gag#LINE/L2	L2-9_NVi_gag#LINE/L2	1	473	0	0	1	473	1	473	4.829E-296	900
LINE/L2	TE_000719	gag	L2-9_NVi_gag#LINE/L2	L2-4_NVi_gag#LINE/L2	0.398	417	183	8	69	467	1	367	2.501E-77	266
LINE/L2	TE_000719	gag	L2-9_NVi_gag#LINE/L2	L2-8_NVi_gag#LINE/L2	0.384	437	189	9	62	467	6	393	8.951E-75	259
LINE/L2	TE_000720	gag	L2B-1_HM_gag#LINE/L2	L2B-1_HM_gag#LINE/L2	1	403	0	0	1	403	1	403	6.477E-271	823
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-4B_AAe_gag#LINE/L2	1	472	0	0	1	472	1	472	5.024E-313	949
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-2_CQ_gag#LINE/L2	0.443	482	242	10	1	472	1	466	1.974E-116	380
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1-1_AG_gag#LINE/L2	0.341	471	272	13	3	464	2	443	3.085E-72	251
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1-1a_AG_gag#LINE/L2	0.334	466	278	12	3	464	2	439	2.328E-70	246
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2_ele1_Agam_VIRT18899	0.319	491	257	11	4	465	3	445	2.06E-67	237
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-3_CQ_gag#LINE/L2	0.319	304	190	7	173	470	4	296	1.43E-37	148
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1_Ele5_gag#LINE/CR1	0.313	246	163	3	231	471	5	249	5.448E-35	140
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-1_AG_gag#LINE/L2	0.31	490	263	9	4	465	3	445	1.78E-66	234
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-5_CQ#LINE/L2	0.285	305	206	8	172	470	2	300	4.326E-34	137
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-1_CP_gag#LINE/L2	0.279	472	287	12	4	470	22	445	3.282E-44	168
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-4_CQ_gag#LINE/L2	0.278	477	293	11	3	470	6	440	2.621E-46	174
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-1_CQ_gag#LINE/L2	0.266	472	300	14	4	470	15	445	6.028E-41	158
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1_Ele20_gag#LINE/CR1	0.262	476	288	15	4	471	19	439	8.135E-41	158
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1-4_NVi_gag#LINE/L2	0.261	260	173	9	211	456	15	269	1.444E-14	76
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1-2_NVi_gag#LINE/L2	0.26	449	253	18	20	458	29	408	1.063E-23	105
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	L2B-3_AAe_gag#LINE/L2	0.258	465	303	9	22	471	24	461	2.697E-40	156
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1-1_NVi_gag#LINE/L2	0.257	280	185	11	205	471	14	283	2.354E-19	91
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1-9_NVi_gag#LINE/L2	0.256	226	157	7	229	446	176	398	4.209E-13	71
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1_Ele6_gag#LINE/CR1	0.248	474	297	12	22	471	25	463	6.336E-37	146
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1-7_NVi_gag#LINE/L2	0.242	243	174	8	229	463	27	267	8.227E-15	76
LINE/L2	TE_000721	gag	L2B-4B_AAe_gag#LINE/L2	CR1-5_NVi_gag#LINE/L2	0.24	275	189	8	207	470	80	345	8.639E-16	79
LINE/L2	TE_000722	gag	Maui_gag#LINE/L2	Maui_gag#LINE/L2	1	310	0	0	1	310	1	310	4.721E-202	619
LINE/L2	TE_000722	gag	Maui_gag#LINE/L2	GB:AAD19347	0.932	295	18	1	16	310	1	293	1.195E-178	552
LINE/L2	TE_000723	gag	Sake_BM_gag#LINE/L2	Sake_BM_gag#LINE/L2	1	548	0	0	1	548	1	548	0	1067
LINE/L2/Hydra	TE_000724	gag	CR1-58_HM_gag#LINE/L2-Hydra	CR1-58_HM_gag#LINE/L2-Hydra	1	467	0	0	1	467	1	467	2.011E-306	929
LINE/L2/Hydra	TE_000724	gag	CR1-58_HM_gag#LINE/L2-Hydra	CR1-67_HM_gag#LINE/L2-Hydra	0.49	485	169	10	1	467	1	425	1.456E-129	418
LINE/L2/Hydra	TE_000724	gag	CR1-58_HM_gag#LINE/L2-Hydra	CR1-12_HM_gag#LINE/L2-Hydra	0.475	103	53	1	354	455	3	105	1.784E-25	110
LINE/L2/Hydra	TE_000724	gag	CR1-58_HM_gag#LINE/L2-Hydra	CR1-43_HM_gag#LINE/L2-Hydra	0.361	457	225	13	1	452	1	395	1.941E-72	252
LINE/L2/Hydra	TE_000724	gag	CR1-58_HM_gag#LINE/L2-Hydra	CR1-46_HM_gag#LINE/CR1?	0.347	466	224	13	1	452	1	400	2.364E-69	243
LINE/LOA	TE_000725	gag	Baggins1_Cis_gag#LINE/LOA	Baggins1_Cis_gag#LINE/LOA	1	391	0	0	1	391	1	391	5.159E-242	739
LINE/LOA	TE_000726	gag	Baggins1_gag#LINE/LOA	Baggins1_gag#LINE/LOA	1	479	0	0	1	479	1	479	1.472E-310	942
LINE/LOA	TE_000727	gag	CiLOA_gag#LINE/LOA	CiLOA_gag#LINE/LOA	1	358	0	0	1	358	1	358	2.295E-230	704
LINE/LOA	TE_000728	gag	GB:AAB92392	Bilbo_gag#LINE/LOA	1	469	0	0	1	469	1	469	2.207E-306	929
LINE/LOA	TE_000728	gag	GB:AAB92392	GB:AAB92392	1	469	0	0	1	469	1	469	2.207E-306	929
LINE/LOA	TE_000729	gag	LOA_Ele3_gag#LINE/LOA	LOA_Ele3_gag#LINE/LOA	1	525	0	0	1	525	1	525	0	1016
LINE/LOA	TE_000729	gag	LOA_Ele3_gag#LINE/LOA	LOA_Ele4_gag#LINE/LOA	0.419	181	104	1	225	404	213	393	7.365E-43	165
LINE/LOA	TE_000730	gag	LOA_Ele6_gag#LINE/LOA	LOA_Ele6_gag#LINE/LOA	1	473	0	0	1	473	1	473	1.897E-309	938
LINE/LOA	TE_000730	gag	LOA_Ele6_gag#LINE/LOA	LOA-3_CQ_gag#LINE/LOA	0.328	292	171	6	197	466	1	289	1.43E-23	104
LINE/LOA	TE_000731	gag	LOA_Ele7_gag#LINE/LOA	LOA_Ele7_gag#LINE/LOA	1	551	0	0	1	551	1	551	0	1070
LINE/LOA	TE_000732	gag	LOA_gag1#LINE/LOA	LOA_gag1#LINE/LOA	1	509	0	0	1	509	1	509	0	1039
LINE/LOA	TE_000733	gag	LOA_gag2#LINE/LOA	LOA_gag2#LINE/LOA	1	777	0	0	1	777	1	777	0	1558
LINE/LOA	TE_000734	pol	LOA-5_CQ_pol#LINE/LOA_2	LOA-5_CQ_pol#LINE/LOA_2	1	557	0	0	1	557	1	557	0	1065
LINE/Odin	TE_000735		Odin-3_p2#LINE/Odin	Odin-3_p2#LINE/Odin	1	283	0	0	1	283	1	283	7.14E-190	582
LINE/Odin	TE_000736		Odin-3_p3#LINE/Odin	Odin-3_p3#LINE/Odin	1	516	0	0	1	516	1	516	0	1016
LINE/Odin	TE_000737	pol	Odin-3_pol#LINE/Odin	Odin-3_pol#LINE/Odin	1	1901	0	0	1	1901	1	1901	0	3722
LINE/Proto2	TE_000738	gag	Proto2-1_SK_gag#LINE/Proto2	Proto2-1_SK_gag#LINE/Proto2	1	436	0	0	1	436	1	436	2.276E-293	890
LINE/Proto2	TE_000738	gag	Proto2-1_SK_gag#LINE/Proto2	Proto2-1_BF_gag#LINE/Proto2	0.287	452	260	14	4	435	3	412	3.468E-49	182
LINE/Proto2	TE_000738	gag	Proto2-1_SK_gag#LINE/Proto2	Proto2-8_CS1_gag#LINE/Proto2	0.261	417	215	13	58	431	5	371	1.62E-26	113
LINE/Proto2	TE_000738	gag	Proto2-1_SK_gag#LINE/Proto2	Proto2-7_CS1_gag#LINE/Proto2	0.211	406	241	15	39	435	4	339	1.739E-17	85
LINE/Proto2	TE_000739	gag	Proto2-3_CS1_gag#LINE/Proto2	Proto2-3_CS1_gag#LINE/Proto2	1	371	0	0	1	371	1	371	2.721E-245	747
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-4_CS1_pol#LINE/Proto2	1	1084	0	0	1	1084	1	1084	0	2212
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-1_CS1_pol#LINE/Proto2	0.469	955	487	6	71	1020	18	957	9.02E-283	893
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-5_CS1_pol#LINE/Proto2	0.391	952	561	8	52	994	58	999	2.641E-225	726
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-2_CS1_pol#LINE/Proto2	0.363	964	575	15	76	1017	52	998	1.014E-184	606
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-6_CS1_pol#LINE/Proto2	0.35	1000	623	14	76	1060	10	997	5.249E-189	619
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-3_CS1_pol#LINE/Proto2	0.343	929	576	12	76	991	3	910	9.058E-180	592
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-1_BF_pol#LINE/Proto2	0.295	936	616	22	74	989	5	916	1.673E-118	409
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-1_SK_pol#LINE/Proto2	0.293	939	617	21	74	988	2	917	9.087E-116	401
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-8_CS1_pol#LINE/Proto2	0.291	945	628	20	74	994	16	942	9.67E-112	389
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-1_BM#LINE/Proto2	0.291	233	164	1	692	923	7	239	6.106E-29	125
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	Proto2-7_CS1_pol#LINE/Proto2	0.279	909	616	16	102	998	12	893	6.022E-98	346
LINE/Proto2	TE_000740	pol	Proto2-4_CS1_pol#LINE/Proto2	CR1-67_HM_pol#LINE/L2-Hydra	0.24	948	620	27	74	972	14	910	1.185E-61	232
